timeIndex;NC;ALTRO;BUS;MERCI;PERSONE
20/04/2014;20440;121;563;916;38766
21/04/2014;8658;440;1056;1853;69197
22/04/2014;14104;1553;1651;11864;72848
23/04/2014;15612;1669;1766;12710;79246
24/04/2014;15844;1669;1715;12774;83507
25/04/2014;13382;559;1017;2645;72748
26/04/2014;17465;938;1136;3993;84255
27/04/2014;15658;342;1034;1868;78265
28/04/2014;16954;1573;1788;12725;97169
29/04/2014;18373;1727;1944;13727;97276
30/04/2014;20013;1604;1923;13765;104679
01/05/2014;15289;536;718;2536;90760
02/05/2014;15250;1531;1381;8969;82517
03/05/2014;16268;980;1396;4751;96730
04/05/2014;14077;382;1236;2048;88880
05/05/2014;12470;1724;2035;14073;98444
06/05/2014;11384;1981;2534;15498;109159
07/05/2014;13086;1813;2202;15267;112795
08/05/2014;14023;1873;2295;15457;118824
09/05/2014;14264;1929;2274;15396;117391
10/05/2014;12710;1239;1727;6728;133169
11/05/2014;10435;407;1330;2641;110071
12/05/2014;9931;1715;2112;14858;102165
13/05/2014;10683;1953;2123;15287;109502
14/05/2014;17077;1723;2115;14152;106325
15/05/2014;18080;1738;2129;14538;110961
16/05/2014;18398;1771;2315;14489;111119
17/05/2014;38411;975;1188;5143;89710
18/05/2014;33118;235;693;1390;50700
19/05/2014;6380;1821;2076;14712;90026
20/05/2014;6202;1947;2324;15406;95952
21/05/2014;7687;1806;2260;15196;99951
22/05/2014;12537;1913;2233;15383;119271
23/05/2014;13254;1841;2236;14705;112564
24/05/2014;10220;1110;1570;6299;120863
25/05/2014;8807;420;1353;2538;108151
26/05/2014;12272;1710;1985;14491;103846
27/05/2014;15127;1906;2230;15033;106296
28/05/2014;20979;1708;1949;14363;105259
29/05/2014;18186;1786;2026;14726;117204
30/05/2014;15045;1817;1772;15346;132781
31/05/2014;9677;1149;1574;6052;106920
02/06/2014;7118;596;1373;2763;87390
03/06/2014;12501;1845;1989;14529;104069
04/06/2014;13812;1899;2013;14913;110280
05/06/2014;15923;1902;1994;14925;111784
06/06/2014;14863;1822;1973;14507;107426
07/06/2014;9935;1142;1538;6192;113274
08/06/2014;7928;443;1228;2281;93187
09/06/2014;12682;1750;1846;14239;100026
10/06/2014;12323;1862;1910;15576;107307
11/06/2014;9824;1853;1899;15725;96771
12/06/2014;17603;1802;1951;15128;109204
13/06/2014;16728;1736;1938;14620;102642
14/06/2014;12845;1052;1592;6385;110000
15/06/2014;11385;397;1247;2386;92476
16/06/2014;11299;1603;2119;14521;97856
17/06/2014;10795;1882;2036;15763;108497
18/06/2014;11637;1758;2003;15371;107267
19/06/2014;11523;1774;2126;15517;109296
20/06/2014;10870;1825;1985;14830;100124
21/06/2014;12771;1134;1665;6325;106948
22/06/2014;9967;339;1394;2346;90750
23/06/2014;13660;1647;2062;14644;100712
24/06/2014;14818;1805;2082;15142;103237
25/06/2014;13405;1755;2040;14901;113919
26/06/2014;12837;1748;2043;15498;113454
27/06/2014;12884;1794;2042;14620;104049
28/06/2014;10951;1071;1680;6053;107789
29/06/2014;9153;378;1389;2384;94566
30/06/2014;16473;1473;1871;13277;88332
01/07/2014;19965;1783;1991;14112;93945
02/07/2014;20719;1610;1649;13648;100046
03/07/2014;22604;1654;1641;13407;97157
04/07/2014;21094;1681;1673;13465;90631
05/07/2014;17561;937;1405;5103;89374
06/07/2014;15524;346;1320;1963;79507
07/07/2014;9674;1597;1838;13693;95901
08/07/2014;10573;1859;1933;14694;104817
09/07/2014;10568;1658;1912;14887;104042
10/07/2014;22235;1617;1761;13676;98826
11/07/2014;25652;1491;1627;11759;83702
12/07/2014;20351;903;1297;4920;84211
13/07/2014;16348;299;1218;1756;70865
14/07/2014;9749;1606;1863;14196;95923
15/07/2014;10129;1791;1895;14641;99533
16/07/2014;10771;1701;1887;14704;102844
17/07/2014;9693;1778;1885;14620;106117
18/07/2014;8507;1743;1866;14408;96178
19/07/2014;5154;1035;1591;5777;91303
20/07/2014;4371;359;1414;2094;80793
21/07/2014;7666;1603;1820;14200;96252
22/07/2014;8018;1819;1960;15127;101158
23/07/2014;10100;1711;1814;14825;102741
24/07/2014;10465;1695;1899;14874;110632
25/07/2014;8862;1684;1934;14292;96418
26/07/2014;6913;1284;1556;6701;100183
27/07/2014;5863;402;1333;2242;76605
28/07/2014;8638;1522;1806;14237;87371
29/07/2014;17065;1627;1582;14730;88733
30/07/2014;22795;1272;1516;12274;86034
31/07/2014;10518;1547;1749;14382;92944
01/08/2014;10564;1523;1869;13798;84895
02/08/2014;7670;928;1466;5615;86095
03/08/2014;6623;327;1372;2071;67365
18/08/2014;7126;912;1490;7009;48812
19/08/2014;7546;974;1547;7346;54385
20/08/2014;6108;1000;1529;7766;55775
21/08/2014;5869;955;1493;7495;54942
22/08/2014;6231;1045;1422;7506;56917
23/08/2014;5630;690;1450;3531;56584
24/08/2014;5289;254;1187;1788;53274
25/08/2014;10736;1264;1623;8876;49095
26/08/2014;13237;1328;1489;9215;52939
27/08/2014;14466;1255;1552;9193;54086
28/08/2014;15354;1287;1654;9598;58533
29/08/2014;15510;1354;1735;9567;60104
30/08/2014;14918;891;1348;4357;76394
31/08/2014;13655;329;1121;1917;72243
01/09/2014;18531;1461;1723;11475;73544
02/09/2014;20351;1667;1690;12780;80382
03/09/2014;21064;1525;1707;13043;86110
04/09/2014;21815;1531;1653;12845;89416
05/09/2014;21716;1676;1835;13269;90027
06/09/2014;19301;1026;1539;5515;99337
07/09/2014;15618;351;1458;2051;85502
08/09/2014;21942;1583;1949;12939;86237
09/09/2014;23896;1760;2004;14121;95432
10/09/2014;24815;1695;1953;14008;101028
11/09/2014;32045;1586;1833;13422;99267
12/09/2014;31605;1615;1748;12720;93794
13/09/2014;26951;945;1433;5455;95734
14/09/2014;22430;359;1161;2112;82044
15/09/2014;12151;1657;1972;15402;101767
16/09/2014;13514;1949;2055;16119;115565
17/09/2014;21574;1814;2034;15407;109779
18/09/2014;24649;1676;2013;14903;114358
19/09/2014;20058;1747;2002;14819;119585
20/09/2014;19879;1126;1777;6701;130429
21/09/2014;18681;436;1430;2567;107911
22/09/2014;12565;1646;1968;14434;105007
23/09/2014;12437;1910;2050;15420;106617
24/09/2014;16204;1781;2024;14956;106073
25/09/2014;19035;1760;1970;14578;108750
26/09/2014;19750;1734;2156;14512;108349
27/09/2014;16691;1115;1788;6193;115199
28/09/2014;13966;429;1575;2267;95422
29/09/2014;15488;1676;2064;13987;96890
30/09/2014;14925;1930;1857;15328;111539
01/10/2014;13355;1771;2031;15151;111151
02/10/2014;13377;1815;2067;15085;112655
03/10/2014;13610;1927;2205;14808;111508
04/10/2014;12150;1145;1765;6250;125903
05/10/2014;10144;474;1527;2395;101793
06/10/2014;18502;1676;1777;13696;97226
07/10/2014;22362;1838;1761;14032;108075
08/10/2014;18817;1793;2000;14763;111444
09/10/2014;19450;1799;1986;14734;113483
10/10/2014;19533;1946;1937;14830;112244
11/10/2014;29230;1036;1493;5793;119100
12/10/2014;23364;360;1232;2219;95873
13/10/2014;12696;1703;2037;14530;110132
14/10/2014;12993;1983;2131;15674;109361
15/10/2014;14104;1841;2154;15447;107093
16/10/2014;15519;1730;2155;13897;98877
17/10/2014;19409;1931;2096;13547;103457
18/10/2014;17876;1320;1636;6395;123795
19/10/2014;13139;427;1369;2268;98845
20/10/2014;11838;1716;2011;14634;98479
21/10/2014;18218;1876;1997;14804;99768
22/10/2014;19455;1763;1975;14847;102643
23/10/2014;23278;1757;2005;14400;104222
24/10/2014;23908;1819;1571;14583;127355
25/10/2014;15585;1097;1572;6247;124307
26/10/2014;12626;395;1385;2556;106759
27/10/2014;13373;1664;1892;14690;98093
28/10/2014;13369;1993;2013;15448;105412
29/10/2014;14366;1822;1923;15096;106395
30/10/2014;18916;1793;1868;14890;106318
31/10/2014;15757;1875;1790;14733;108846
01/11/2014;9553;706;1386;3927;112042
02/11/2014;7751;392;1310;2214;99093
03/11/2014;12175;1693;1781;14225;99597
04/11/2014;12912;2029;1909;15089;113463
05/11/2014;13578;1737;1896;15311;119272
06/11/2014;20094;1726;1776;14558;112767
07/11/2014;20649;1859;1691;14241;111674
08/11/2014;17850;1086;1300;6260;129221
09/11/2014;13582;369;1132;2290;104882
10/11/2014;21072;1459;1540;13052;101909
11/11/2014;20910;1768;1670;13968;109401
12/11/2014;18318;1729;1782;14385;115315
13/11/2014;19061;1682;1772;14999;112788
14/11/2014;19971;1893;1473;14851;125184
15/11/2014;15233;997;1324;6365;129869
16/11/2014;26681;375;1008;2247;97296
17/11/2014;18133;1567;1779;13991;106343
18/11/2014;18381;1858;1799;14990;104713
19/11/2014;16812;1798;1834;14707;108334
20/11/2014;16190;1794;1963;15406;114978
21/11/2014;16626;1926;1840;15267;115332
22/11/2014;24247;1011;1298;6055;124594
23/11/2014;17829;365;1081;2168;103600
24/11/2014;12903;1669;1825;15014;103533
25/11/2014;13802;1922;1789;15275;113123
26/11/2014;14157;1797;1711;15289;116422
27/11/2014;14790;1788;1737;15308;126575
28/11/2014;14355;1847;1782;15121;127598
29/11/2014;12738;1121;1302;7035;142014
30/11/2014;9382;414;968;2574;112139
01/12/2014;12470;1652;1529;14748;109459
02/12/2014;12002;1986;1518;15278;114960
03/12/2014;14048;1891;1626;15353;115383
04/12/2014;14681;1789;1472;15360;119546
05/12/2014;14084;1896;1508;15093;114461
06/12/2014;17016;1040;956;6182;110878
07/12/2014;16690;433;937;2548;98124
08/12/2014;16344;628;894;3080;101272
09/12/2014;24340;1723;1184;13280;98496
10/12/2014;25451;1717;1243;13691;108229
11/12/2014;22933;1785;1395;14853;116462
12/12/2014;25975;1726;1223;13824;119990
13/12/2014;22993;1187;1107;6596;133959
14/12/2014;18445;426;926;2630;112873
15/12/2014;20988;1590;1216;14015;109493
16/12/2014;22967;1958;1250;14775;119493
17/12/2014;25653;1747;1426;15099;121506
18/12/2014;26897;1830;1304;15399;126051
19/12/2014;25064;1854;1273;15230;128187
20/12/2014;20080;1175;973;6551;133013
21/12/2014;16941;503;882;2773;119007
22/12/2014;20694;1753;988;14759;113862
23/12/2014;21422;1734;993;14421;112704
24/12/2014;16277;1266;893;7959;105737
25/12/2014;9303;315;444;1414;75579
26/12/2014;9765;383;796;1813;77936
27/12/2014;11279;781;876;3777;83794
28/12/2014;10651;376;788;1941;76819
29/12/2014;13094;1363;830;10359;85157
30/12/2014;13213;1579;850;10365;85649
31/12/2014;11714;1062;813;6153;77983
